strategy,timeframe,composite,sortino,sharpe,calmar,trades_per_day,max_drawdown,total_return,n_trades,length,mult,rsi_window,rsi_lower,rsi_upper,atr_ratio_threshold,garch_window,vol_percentile,k,horizon,max_bars_back,kernel_lookback,kernel_alpha,ema_len,fast_window,slow_window,sl_stop,tp_stop
lorentzian_knn,4h,0.8076422512268464,0.9753921743251418,0.7371539563388796,0.6544639819837529,1.3392612859097128,0.2065733396031244,0.6619137848806053,1958,,,,,,,,,2,4,1000,4,2.0,,,,0.03,
lorentzian_knn,4h,0.8076422512268464,0.9753921743251418,0.7371539563388796,0.6544639819837529,1.3392612859097128,0.2065733396031244,0.6619137848806053,1958,,,,,,,,,2,4,1000,4,1.0,,,,0.03,
lorentzian_knn,4h,0.8043140553987839,0.9689999943539008,0.7709516067048707,0.6180952521525406,1.0068399452804375,0.2259298669108718,0.6881737563420092,1472,,,,,,,,,8,8,500,4,2.0,,,,0.03,
lorentzian_knn,4h,0.796403576055984,0.9285413822933518,0.7883745642269122,0.628248846235232,0.6415868673050615,0.2177091980164102,0.671203703929906,938,,,,,,,,,16,4,500,8,1.0,,,,0.03,
lorentzian_knn,4h,0.7923548349490233,0.9640679276701334,0.811033985319354,0.5447248942838792,0.6326949384404925,0.2433216317344685,0.6464184001133221,925,,,,,,,,,2,4,1000,16,1.0,,,,0.03,
lorentzian_knn,4h,0.7870422703867618,0.9343014877711562,0.7816660183639619,0.5960728992303692,0.7544459644322845,0.2214057209817837,0.6431049628113119,1103,,,,,,,,,4,8,1000,8,2.0,,,,0.03,
lorentzian_knn,4h,0.7847328156800913,0.93613176072596,0.784105588218977,0.5834947830800475,0.7585499316005472,0.2265098255972077,0.6442295471130344,1109,,,,,,,,,4,8,1000,8,0.5,,,,0.03,
lorentzian_knn,4h,0.7786085668555907,0.929813345105974,0.7681282715617525,0.5874824911489178,0.844733242134063,0.22673111477935,0.6502490487459748,1235,,,,,,,,,4,4,1000,8,2.0,,,,0.03,
lorentzian_knn,4h,0.7736754183656153,0.8487268266902318,0.7591101736357683,0.6881721186626404,0.4760601915184678,0.1881563548907073,0.6286740140852038,696,,,,,,,,,8,4,500,16,2.0,,,,0.03,
lorentzian_knn,4h,0.7716785448079445,0.9252999209716464,0.7663310019621584,0.5721975861021278,0.844733242134063,0.2320789451861746,0.6478844617953159,1235,,,,,,,,,4,4,1000,8,1.0,,,,0.03,
lorentzian_knn,4h,0.7705064002591969,0.9442475708954272,0.7716775453185327,0.5376803610182205,0.7448700410396717,0.2523098759070831,0.6646557662500182,1089,,,,,,,,,4,8,500,8,2.0,,,,0.03,
lorentzian_knn,4h,0.7703554607019231,0.9137021177218582,0.7750684790659813,0.5745135663112848,0.753077975376197,0.2379537060321804,0.6708037420237628,1101,,,,,,,,,4,8,500,8,2.0,,,,0.03,
lorentzian_knn,4h,0.7687405015076605,0.8401756044655738,0.7809881117992059,0.6612460872722308,0.4890560875512996,0.1867073821623572,0.5941523975797961,715,,,,,,,,,4,8,1000,16,1.0,,,,0.03,
lorentzian_knn,4h,0.7681405895549331,0.9882477715180475,0.7490624918193908,0.4937424446729896,1.182626538987688,0.276608480312469,0.6700131889812122,1729,,,,,,,,,8,4,1000,4,0.5,,,,0.03,
lorentzian_knn,4h,0.766914458946431,0.8746367990168795,0.7857299913202235,0.60446913981204,0.4829001367989056,0.2081465775185526,0.607602057576233,706,,,,,,,,,4,8,1000,16,0.5,,,,0.03,
lorentzian_knn,4h,0.766549030226699,0.9136206696768564,0.690924644086581,0.6460778970999399,1.2612859097127225,0.1878039424701442,0.5821157686075017,1844,,,,,,,,,4,4,1000,4,1.0,,,,0.03,
lorentzian_knn,4h,0.7602839622595794,0.8910084737663886,0.7560164467287364,0.5902521291146766,0.6634746922024624,0.2206105373401042,0.6329057845720847,970,,,,,,,,,8,8,500,8,2.0,,,,0.03,
lorentzian_knn,4h,0.7582019999558551,0.9771393635128616,0.7407909075139484,0.4836966076550865,1.1839945280437756,0.2786685042846406,0.6595469035990983,1731,,,,,,,,,8,4,1000,4,2.0,,,,0.03,
lorentzian_knn,4h,0.7566043143897542,0.9749804160027132,0.7395277641790775,0.4825127291164855,1.1805745554035567,0.278668504284644,0.6576150112381445,1726,,,,,,,,,8,4,1000,4,1.0,,,,0.03,
lorentzian_knn,4h,0.7549155428778106,0.9414264086753832,0.7286127342284175,0.53253719713044,1.2004103967168265,0.2447532456479071,0.633625704877614,1755,,,,,,,,,2,8,1000,4,0.5,,,,0.03,
lorentzian_knn,4h,0.7549155428778106,0.9414264086753832,0.7286127342284175,0.53253719713044,1.2004103967168265,0.2447532456479071,0.633625704877614,1755,,,,,,,,,2,8,1000,4,1.0,,,,0.03,
lorentzian_knn,4h,0.7549155428778106,0.9414264086753832,0.7286127342284175,0.53253719713044,1.2004103967168265,0.2447532456479071,0.633625704877614,1755,,,,,,,,,2,8,1000,4,2.0,,,,0.03,
lorentzian_knn,4h,0.7548800199597338,0.8986676414513933,0.6803530730340548,0.6376901382298669,1.2612859097127225,0.1867378722454029,0.5694084205396884,1844,,,,,,,,,4,4,1000,4,2.0,,,,0.03,
lorentzian_knn,4h,0.7536826028276731,0.9508043837437004,0.7281888294226256,0.5163473350113503,1.1114911080711354,0.2542245228046335,0.6390047673034662,1625,,,,,,,,,4,8,500,4,0.5,,,,0.03,
lorentzian_knn,4h,0.7501224111875089,0.8937126691353892,0.7592124533355185,0.549578691775659,0.7626538987688098,0.2436077223004044,0.6542257231348513,1115,,,,,,,,,4,8,500,8,0.5,,,,0.03,
lorentzian_knn,4h,0.7491345542735717,0.8914348317180428,0.7556762699562948,0.5528591353315536,0.7564979480164159,0.2400751996075397,0.6474926293634958,1106,,,,,,,,,4,8,500,8,1.0,,,,0.03,
lorentzian_knn,4h,0.7455983967985107,0.8825738862954849,0.753364241885942,0.5551985657151136,0.6812585499316005,0.2222317753501017,0.5937160991022377,996,,,,,,,,,8,8,1000,8,0.5,,,,0.03,
lorentzian_knn,4h,0.7448319741133702,0.8454866869579292,0.7396141333452316,0.6158435310887638,0.5150478796169631,0.1946469900178307,0.5738580187670661,753,,,,,,,,,2,8,500,16,0.5,,,,0.03,
lorentzian_knn,4h,0.743554180817213,0.9385996178184433,0.7184176549007263,0.5086301240653927,1.1046511627906976,0.253503660397995,0.6255318486996662,1615,,,,,,,,,4,8,500,4,2.0,,,,0.03,
lorentzian_knn,4h,0.7387449202637146,0.9326908168782544,0.7139905139900167,0.5049047977180262,1.1046511627906976,0.2535036603979997,0.6200914429921279,1615,,,,,,,,,4,8,500,4,1.0,,,,0.03,
lorentzian_knn,4h,0.7357219291000732,0.8927047506515146,0.7118458768948939,0.5502875525699971,0.8967168262653898,0.2534440983507435,0.6871115426621253,1311,,,,,,,,,2,4,500,8,2.0,,,,0.05,
lorentzian_knn,4h,0.7357217840336849,0.8820935664920279,0.6675394671065469,0.6087417243496991,1.26812585499316,0.1910315075728395,0.5537815191189865,1854,,,,,,,,,4,4,1000,4,0.5,,,,0.03,
lorentzian_knn,4h,0.7336280837377865,0.8870207654635812,0.7070010416821254,0.5557315501590546,0.8974008207934336,0.2487669190516784,0.6798899717780877,1312,,,,,,,,,2,4,500,8,1.0,,,,0.05,
lorentzian_knn,4h,0.7334272739667005,0.8736008743076458,0.7269813031080209,0.5529751110374529,0.7824897400820794,0.2533684973137822,0.6909068271772612,1144,,,,,,,,,2,8,500,8,2.0,,,,0.05,
lorentzian_knn,4h,0.7332921813177564,0.8556196371132907,0.7282255570064101,0.5752555312350572,0.640218878248974,0.2160713184440336,0.5989137438358649,936,,,,,,,,,16,4,500,8,2.0,,,,0.03,
lorentzian_knn,4h,0.7245256536586414,0.830609168623198,0.7030004768138947,0.6046061438839794,0.6210670314637483,0.206187337040709,0.6009993612255177,908,,,,,,,,,16,8,1000,8,0.5,,,,0.05,
lorentzian_knn,4h,0.7239364114268442,0.7979734976352512,0.759888970572092,0.5892677373370535,0.3447332421340629,0.216924189873058,0.6191205312520252,504,,,,,,,,,16,8,500,16,0.5,,,,0.03,
lorentzian_knn,4h,0.7234910183691945,0.8037101239540191,0.7086971035831912,0.6313261257087649,0.4528043775649795,0.169958169000811,0.5042583863743226,662,,,,,,,,,16,4,1000,16,0.5,,,,0.03,
lorentzian_knn,4h,0.7231911567443393,0.846763523518806,0.7253996735001846,0.5562194842892051,0.679890560875513,0.2106238442718158,0.558606053514015,994,,,,,,,,,8,8,1000,8,2.0,,,,0.03,
lorentzian_knn,4h,0.7227955905340628,0.8747179043565461,0.6977419375361067,0.5452861584353743,0.90218878248974,0.2493960612119337,0.6665952535637831,1319,,,,,,,,,2,4,500,8,0.5,,,,0.05,
lorentzian_knn,4h,0.7210826091396546,0.8628532182468671,0.6918676439643788,0.5612700955053137,1.207934336525308,0.227036873853021,0.6168361994827092,1766,,,,,,,,,8,4,500,4,2.0,,,,0.03,
lorentzian_knn,4h,0.7179634535870538,0.8286156969514215,0.7721371014993816,0.5162534811889025,0.3885088919288645,0.2709289996157066,0.6894906765087531,568,,,,,,,,,16,8,1000,16,0.5,,,,0.05,
lorentzian_knn,4h,0.7155276239000921,0.7859351618051652,0.7329072382645294,0.6042712923288905,0.487688098495212,0.1892977938203081,0.5432052967655189,713,,,,,,,,,4,8,1000,16,2.0,,,,0.03,
lorentzian_knn,4h,0.7154157278473566,0.8241984944320793,0.7692616303226291,0.516526136592454,0.3830369357045143,0.2687821258935495,0.68335344940365,560,,,,,,,,,16,8,1000,16,1.0,,,,0.05,
lorentzian_knn,4h,0.7145010898707655,0.8559482493423303,0.7117661907532069,0.5286397763595709,0.7852257181942545,0.2582908026342491,0.6698333460924589,1148,,,,,,,,,2,8,500,8,1.0,,,,0.05,
lorentzian_knn,4h,0.7121337043205587,0.8178096608334456,0.7651134372720833,0.5182526960185182,0.3850889192886457,0.267548101215237,0.6823146842030617,563,,,,,,,,,16,8,1000,16,2.0,,,,0.05,
lorentzian_knn,4h,0.7119194456034276,0.8319210374570948,0.6724751367434385,0.5913616319918601,1.106703146374829,0.1890842498821858,0.5289974636701811,1618,,,,,,,,,8,8,1000,4,0.5,,,,0.03,
lorentzian_knn,4h,0.7090102816736025,0.8785667542779297,0.7847847828349576,0.4071604837064774,0.5471956224350205,0.3007733791675631,0.5884955958347483,800,,,,,,,,,8,4,1000,16,0.5,,,,0.03,
lorentzian_knn,4h,0.7054976919416209,0.8463020740903613,0.703089821155677,0.5201663865292441,0.7906976744186046,0.2585039930126677,0.6576383508258571,1156,,,,,,,,,2,8,500,8,0.5,,,,0.05,
lorentzian_knn,4h,0.7048048815959819,0.8401462116486721,0.6784551261995306,0.5506995302555129,1.2051983584131327,0.2263910301556191,0.6010638198266638,1762,,,,,,,,,8,4,500,4,1.0,,,,0.03,
lorentzian_knn,4h,0.7045563154309696,0.7782676530350081,0.7107975185596611,0.6000333288302269,0.4835841313269494,0.185709837321343,0.5268771464988976,707,,,,,,,,,4,8,1000,16,2.0,,,,0.03,
lorentzian_knn,4h,0.7040141266686608,0.8092133380204325,0.7114823998719114,0.5562802383297145,0.5191518467852257,0.2055168485139002,0.5428599372220471,759,,,,,,,,,2,8,500,16,1.0,,,,0.03,
lorentzian_knn,4h,0.7014402831230848,0.890265989806174,0.6994238681142186,0.4516890892211657,1.1716826265389877,0.2720197809828555,0.5907947346294676,1713,,,,,,,,,4,8,1000,4,2.0,,,,0.03,
lorentzian_knn,4h,0.7009058424273352,0.8694169117162525,0.7723367891728116,0.4047934699633024,0.5492476060191519,0.2974474297445235,0.5768591444138972,803,,,,,,,,,8,4,1000,16,1.0,,,,0.03,
lorentzian_knn,4h,0.7000264507914584,0.8883481632842356,0.6981528530881395,0.4508044318377413,1.1716826265389877,0.2720197809828537,0.5894294442982926,1713,,,,,,,,,4,8,1000,4,1.0,,,,0.03,
lorentzian_knn,4h,0.6988783349060468,0.8193868855373365,0.6806468074794099,0.5564317948242974,0.5430916552667578,0.2221639376646123,0.5950595351809254,794,,,,,,,,,4,4,500,16,1.0,,,,0.05,
lorentzian_knn,4h,0.6984296518107627,0.865151339436895,0.7693458966158263,0.4052178235041892,0.5492476060191519,0.2959975495020725,0.5742599938554765,803,,,,,,,,,8,4,1000,16,2.0,,,,0.03,
lorentzian_knn,4h,0.6971005852713813,0.7801748449062068,0.689892726036073,0.593542764993589,0.4500683994528043,0.1756598764137187,0.4877968525157046,658,,,,,,,,,16,4,1000,16,1.0,,,,0.03,
lorentzian_knn,4h,0.6903670602141939,0.8825188748959738,0.6897514559351433,0.434780244917538,1.1805745554035567,0.2789948641802526,0.581920663891414,1726,,,,,,,,,4,8,1000,4,0.5,,,,0.03,
lorentzian_knn,4h,0.6813408727825638,0.816351660512342,0.6598262276774487,0.5228411342479747,1.213406292749658,0.2303435029843511,0.5770185984403146,1774,,,,,,,,,8,4,500,4,0.5,,,,0.03,
lorentzian_knn,4h,0.6796923736315436,0.7989304465716597,0.6507550960778714,0.5496455539317278,0.9733242134062928,0.1967066879113705,0.5087254122826971,1423,,,,,,,,,16,8,1000,4,2.0,,,,0.03,
lorentzian_knn,4h,0.6777374170428478,0.7974322072449842,0.6452539959838605,0.5506277844989869,1.103967168262654,0.1933040815703885,0.4995813369721036,1614,,,,,,,,,8,8,1000,4,1.0,,,,0.03,
lorentzian_knn,4h,0.6761114331727819,0.8324770594049765,0.6696926790749615,0.4740426856276762,0.8255813953488372,0.2688191035541032,0.6168518366736597,1207,,,,,,,,,4,4,500,8,0.5,,,,0.05,
lorentzian_knn,4h,0.67426364245975,0.7704713262310731,0.6995985762509199,0.5206517969734825,0.4281805745554035,0.2218488233964499,0.5494209405334811,626,,,,,,,,,8,8,500,16,1.0,,,,0.03,
lorentzian_knn,4h,0.6727152620967374,0.7666464860628567,0.6787422774910935,0.5414466147475555,0.4979480164158686,0.2061995003591897,0.5280548110049469,728,,,,,,,,,8,4,500,16,2.0,,,,0.03,
lorentzian_knn,4h,0.6706983079078714,0.7643145401804659,0.6862087970306016,0.5303661757550155,0.5506155950752394,0.2202207968187959,0.5566205666561941,805,,,,,,,,,4,4,500,16,2.0,,,,0.03,
lorentzian_knn,4h,0.668835065021679,0.793633811414029,0.6743979278038483,0.496873873716376,0.6607387140902873,0.2276952839939266,0.5362750387817306,966,,,,,,,,,8,8,500,8,0.5,,,,0.03,
lorentzian_knn,4h,0.6681024514444411,0.7653983100653229,0.6958524957775429,0.5106245956168303,0.5813953488372093,0.2468636473772327,0.6089551353791327,850,,,,,,,,,2,8,1000,16,2.0,,,,0.05,
lorentzian_knn,4h,0.6662018077071344,0.7870947049968186,0.6691512736657559,0.5020618120289343,0.6641586867305062,0.2230661328190585,0.5299662759520325,971,,,,,,,,,8,8,500,8,1.0,,,,0.03,
lorentzian_knn,4h,0.6661973037410306,0.8180495748420811,0.6695109710757985,0.4604139416048622,0.9281805745554036,0.251139396551774,0.5501003886010745,1357,,,,,,,,,2,4,1000,8,0.5,,,,0.03,
lorentzian_knn,4h,0.6647202926468145,0.7705548226238882,0.6993441229864331,0.488983755671098,0.4274965800273598,0.2366895593482005,0.5507086777516595,625,,,,,,,,,8,8,500,16,0.5,,,,0.03,
lorentzian_knn,4h,0.662280100381082,0.7489988980356873,0.6615290065755708,0.5474061306471193,0.4534883720930232,0.1807716290634708,0.4593641900796473,663,,,,,,,,,16,4,1000,16,2.0,,,,0.03,
lorentzian_knn,4h,0.6614039076700422,0.7542620389581052,0.6687461011946191,0.530250872428048,0.4958960328317373,0.207104793450822,0.5180108899753137,725,,,,,,,,,8,4,500,16,1.0,,,,0.03,
lorentzian_knn,4h,0.6590151902010368,0.7885694543186936,0.6658584325957058,0.4794329289828255,0.7797537619699042,0.2257428211699744,0.509323197985511,1140,,,,,,,,,4,8,1000,8,1.0,,,,0.03,
lorentzian_knn,4h,0.6577204822623486,0.8057407606682015,0.6611659336774359,0.4569146596394572,0.9124487004103968,0.2491918404497954,0.5402793511784006,1334,,,,,,,,,2,4,1000,8,2.0,,,,0.03,
lorentzian_knn,4h,0.6543576807923824,0.7671750025319235,0.6275978570927244,0.5306944088393192,0.9726402188782488,0.193830898092767,0.4802729126482141,1422,,,,,,,,,16,8,1000,4,1.0,,,,0.03,
lorentzian_knn,4h,0.6539118866435838,0.761466284488744,0.633846214670353,0.5305716948232675,0.5417236662106704,0.2135281905101672,0.5371386755136058,792,,,,,,,,,4,4,500,16,2.0,,,,0.05,
lorentzian_knn,4h,0.6516323258979263,0.801757874504636,0.6577911339343457,0.4453061197192273,0.9165526675786594,0.2542225406158085,0.5366677004660321,1340,,,,,,,,,2,4,1000,8,1.0,,,,0.03,
lorentzian_knn,4h,0.650155322331398,0.760394012822334,0.658131068952549,0.4951946550556651,0.6600547195622435,0.2236443698377387,0.523113082320716,965,,,,,,,,,8,8,500,8,1.0,,,,0.03,
lorentzian_knn,4h,0.6360938645551613,0.7543565052000228,0.6374965030325179,0.4770077052179891,0.7831737346101231,0.2154269210926205,0.47971018980337,1145,,,,,,,,,4,8,1000,8,0.5,,,,0.03,
lorentzian_knn,4h,0.6325450067218401,0.7108033586407602,0.651048847254353,0.5096966969641006,0.4432284541723666,0.2044762908198599,0.487576878206213,648,,,,,,,,,16,4,500,16,1.0,,,,0.03,
lorentzian_knn,4h,0.6277533162512798,0.717030443624523,0.6548148639541753,0.4816555987173938,0.4302325581395348,0.2131620719636252,0.4792286473864016,629,,,,,,,,,8,8,500,16,0.5,,,,0.03,
lorentzian_knn,4h,0.6271292835939305,0.7910959476627842,0.635129525931127,0.4005068224982623,0.8194254445964432,0.2985770457480707,0.5722262863474137,1198,,,,,,,,,4,4,500,8,1.0,,,,0.05,
lorentzian_knn,4h,0.6271113308054989,0.7105531862657187,0.6509770504130368,0.4919898039176678,0.4295485636114911,0.2078920841464644,0.4771343525550399,628,,,,,,,,,8,8,500,16,1.0,,,,0.03,
lorentzian_knn,4h,0.6256965771505502,0.6982136551951427,0.6370476167928083,0.517656100115502,0.4172366621067031,0.1791095167209385,0.4264599952972204,610,,,,,,,,,8,8,1000,16,2.0,,,,0.03,
lorentzian_knn,4h,0.6200763364671918,0.7097653300077243,0.6343486994836346,0.4862186487300389,0.4829001367989056,0.2247407425147018,0.515030375812823,706,,,,,,,,,4,8,1000,16,1.0,,,,0.05,
lorentzian_knn,4h,0.6198399883526343,0.732210406936655,0.6004666399861273,0.4893861119404471,0.9740082079343364,0.1993039223299466,0.4518305550082352,1424,,,,,,,,,16,8,1000,4,0.5,,,,0.03,
lorentzian_knn,4h,0.6196228405200636,0.6975751868451527,0.6292198674821667,0.5060893517911746,0.5581395348837209,0.2085504585773998,0.4947364794316824,816,,,,,,,,,4,4,500,16,1.0,,,,0.03,
lorentzian_knn,4h,0.6173655749230115,0.7291703632721019,0.5954930237266475,0.4901650749872548,1.1046511627906976,0.1966577280810795,0.4457893986191579,1615,,,,,,,,,8,8,1000,4,2.0,,,,0.03,
lorentzian_knn,4h,0.6145702020659624,0.7387151266261184,0.6249184191953167,0.4386954188564,0.7735978112175103,0.2277952029516515,0.4645696324429241,1131,,,,,,,,,4,8,1000,8,2.0,,,,0.03,
lorentzian_knn,4h,0.6136696574828614,0.726708382858852,0.6265971713780087,0.450023843086393,0.5971272229822161,0.2426791098993916,0.5146925297262661,873,,,,,,,,,2,4,1000,16,0.5,,,,0.05,
lorentzian_knn,4h,0.6099786807345385,0.711777743425552,0.6047324606689686,0.4794928172120904,0.6176470588235294,0.2155426929884425,0.4828888386821739,903,,,,,,,,,16,8,1000,8,1.0,,,,0.05,
lorentzian_knn,4h,0.607109090029227,0.7325085835155979,0.6046701484995475,0.4423487069104119,0.6942544459644323,0.2250168624056225,0.4624543060769961,1015,,,,,,,,,16,4,1000,8,1.0,,,,0.03,
lorentzian_knn,4h,0.6069821416802778,0.6784028419133297,0.6227881157733851,0.4959485672764345,0.4439124487004104,0.1986440115656502,0.4570340397921453,649,,,,,,,,,16,4,500,16,2.0,,,,0.03,
lorentzian_knn,4h,0.6069264951529544,0.7191729276245176,0.6002860653862035,0.463905014957621,0.539671682626539,0.2275222166404272,0.4947556035622472,789,,,,,,,,,4,4,500,16,0.5,,,,0.05,
lorentzian_knn,4h,0.6065575486845118,0.684063657198249,0.6270636186390026,0.4827100007117048,0.426812585499316,0.2026032067988422,0.4532195327449771,624,,,,,,,,,8,8,500,16,2.0,,,,0.03,
lorentzian_knn,4h,0.6062846414991736,0.7542007624233512,0.6461687192988718,0.3691790691339051,0.8741450068399452,0.3040249248249531,0.5313261950120103,1278,,,,,,,,,16,8,500,4,0.5,,,,0.03,
lorentzian_knn,4h,0.6056936556698396,0.7102909920735332,0.6347393485041434,0.437184847630611,0.4952120383036936,0.2357028057729935,0.4812448536037658,724,,,,,,,,,8,4,500,16,0.5,,,,0.03,
lorentzian_knn,4h,0.6034158190514374,0.7209629934567967,0.5954766850286484,0.454625387200414,0.6949384404924761,0.2144625663782951,0.4516374428377143,1016,,,,,,,,,16,4,1000,8,0.5,,,,0.03,
lorentzian_knn,4h,0.5996610198423049,0.7621726268115117,0.6623774033746392,0.3202624936843617,0.4692202462380301,0.3258397074426858,0.4882966423830527,686,,,,,,,,,8,4,1000,16,0.5,,,,0.03,
lorentzian_knn,4h,0.5986513098948636,0.7255145878382177,0.6525904058969332,0.3755611766349886,0.4336525307797537,0.2660529092194392,0.4644972611141102,634,,,,,,,,,16,4,1000,16,2.0,,,,0.03,
lorentzian_knn,4h,0.5985039991755277,0.6650789905896379,0.6078088568939451,0.5004324862382964,0.4179206566347469,0.1750683997409257,0.3999390856505861,611,,,,,,,,,8,8,1000,16,1.0,,,,0.03,
lorentzian_knn,4h,0.5956717081076911,0.7336772203792613,0.5797329457774492,0.4276031207425062,1.0574555403556771,0.2215815537860078,0.4371150759414748,1546,,,,,,,,,8,8,1000,4,0.5,,,,0.03,
lorentzian_knn,4h,0.5927959913455998,0.6905044853327935,0.5855179274570831,0.4697960632511914,0.6149110807113544,0.2108399989255301,0.4598765636863149,899,,,,,,,,,16,8,1000,8,2.0,,,,0.05,
lorentzian_knn,4h,0.5911880990421297,0.7338705295450102,0.5830973076170187,0.4090356497967329,1.1491108071135432,0.2330286910612828,0.4401047773360701,1680,,,,,,,,,16,4,1000,4,2.0,,,,0.03,
lorentzian_knn,4h,0.5887287371390036,0.6913129683490915,0.6262549603639392,0.4144235389672842,0.5820793433652531,0.2635031745502743,0.5146407397038145,851,,,,,,,,,2,8,1000,16,1.0,,,,0.05,
lorentzian_knn,4h,0.5860278856503751,0.688433854191154,0.5977940231691914,0.4377204567438538,0.6580027359781122,0.2245676146530451,0.455868782572062,962,,,,,,,,,8,8,500,8,0.5,,,,0.03,
lorentzian_knn,4h,0.5860019465599967,0.7507257333113287,0.6495844626812459,0.3027877147703048,0.4678522571819425,0.3322075218729426,0.4680699330168588,684,,,,,,,,,8,4,1000,16,2.0,,,,0.03,
lorentzian_knn,4h,0.585746041818066,0.7121009521689088,0.5858368999923944,0.4171819698426138,0.698358413132695,0.2289617423680315,0.4411672476080802,1021,,,,,,,,,16,4,1000,8,2.0,,,,0.03,
lorentzian_knn,4h,0.5855978796558543,0.7437160268209972,0.5985635266756122,0.3618080364159055,0.820109439124487,0.3064950913807655,0.5239091430399243,1199,,,,,,,,,4,4,500,8,2.0,,,,0.05,
lorentzian_knn,4h,0.5847159020408683,0.6693201385079397,0.6139917382462997,0.4426344172126749,0.4459644322845417,0.2189264001258968,0.4484833081056428,652,,,,,,,,,16,4,500,16,0.5,,,,0.03,
lorentzian_knn,4h,0.5827550399300514,0.6869123245644213,0.5837447215429279,0.4428889788046813,0.7653898768809849,0.2167069252391654,0.4435844584792763,1119,,,,,,,,,8,4,500,8,2.0,,,,0.03,
lorentzian_knn,4h,0.5827112644425991,0.7127172063042471,0.5644330626669554,0.4276482104027123,1.0499316005471957,0.2139993434359489,0.4201913711857916,1535,,,,,,,,,8,8,1000,4,2.0,,,,0.03,
lorentzian_knn,4h,0.5826955719314337,0.6864314053113724,0.6100514291946357,0.4170252701616467,0.4829001367989056,0.248963045131371,0.485435501816604,706,,,,,,,,,4,8,1000,16,0.5,,,,0.05,
lorentzian_knn,4h,0.5811107323182186,0.6532849014374829,0.5970849813550247,0.4689042577890601,0.4192886456908344,0.1836178910021755,0.3921656587665573,613,,,,,,,,,8,8,1000,16,0.5,,,,0.03,
lorentzian_knn,4h,0.580970628786492,0.749442686987672,0.5833293351087492,0.3539825115293277,1.186046511627907,0.2814806081105966,0.4630047528936435,1734,,,,,,,,,2,8,500,4,0.5,,,,0.03,
lorentzian_knn,4h,0.580970628786492,0.749442686987672,0.5833293351087492,0.3539825115293277,1.186046511627907,0.2814806081105966,0.4630047528936435,1734,,,,,,,,,2,8,500,4,1.0,,,,0.03,
lorentzian_knn,4h,0.580970628786492,0.749442686987672,0.5833293351087492,0.3539825115293277,1.186046511627907,0.2814806081105966,0.4630047528936435,1734,,,,,,,,,2,8,500,4,2.0,,,,0.03,
lorentzian_knn,4h,0.5782798247782818,0.7148674779025049,0.5690585776563711,0.4053842010678949,1.146374829001368,0.2283329785187962,0.4256519462359998,1676,,,,,,,,,16,4,1000,4,1.0,,,,0.03,
lorentzian_knn,4h,0.5751008033572211,0.6857573847511462,0.5969919864820595,0.4056675117071494,0.6600547195622435,0.2439794268102418,0.4594654213133975,965,,,,,,,,,8,8,500,8,2.0,,,,0.03,
lorentzian_knn,4h,0.5726138753657906,0.651363390196919,0.5875573981442845,0.4526709994791252,0.4835841313269494,0.2183401992372564,0.4587300687133546,707,,,,,,,,,4,8,1000,16,2.0,,,,0.05,
lorentzian_knn,4h,0.5713286745743441,0.7018717653912967,0.5555696982208542,0.4130301965052302,1.0499316005471957,0.2172628280835293,0.4109346803181689,1535,,,,,,,,,8,8,1000,4,1.0,,,,0.03,
lorentzian_knn,4h,0.5712906137867422,0.671918378911994,0.5714634035641912,0.4369474705089573,0.7674418604651163,0.2138457155382138,0.4302405113043044,1122,,,,,,,,,8,4,500,8,1.0,,,,0.03,
lorentzian_knn,4h,0.5712032377468801,0.6739283348165007,0.6086961459682281,0.3967435334327046,0.5841313269493844,0.2658568460908906,0.4943672290528715,854,,,,,,,,,2,8,1000,16,0.5,,,,0.05,
lorentzian_knn,4h,0.5708322157819716,0.6795084798300842,0.5922129554861855,0.4045497906802744,0.4794801641586867,0.2571700002845972,0.4865904994459235,701,,,,,,,,,8,4,500,16,1.0,,,,0.05,
lorentzian_knn,4h,0.5672643962299105,0.668064064402523,0.5663140352027233,0.4338151996936146,0.771545827633379,0.2122786930054524,0.4231818158842246,1128,,,,,,,,,8,4,500,8,0.5,,,,0.03,
lorentzian_knn,4h,0.5639987698365636,0.6796241722910211,0.5829261567119072,0.3909041796886101,0.6942544459644323,0.2583309440725468,0.4701779533047939,1015,,,,,,,,,8,8,1000,8,2.0,,,,0.05,
lorentzian_knn,4h,0.5626497770577766,0.6853297286736361,0.6174798866599973,0.34424639863441,0.4357045143638851,0.2717063392884004,0.4307361827723809,637,,,,,,,,,16,4,1000,16,1.0,,,,0.03,
lorentzian_knn,4h,0.5614241844437587,0.7161244313145003,0.6227615050732278,0.2938198679866343,0.4671682626538987,0.3268322283975912,0.443862514426894,683,,,,,,,,,8,4,1000,16,1.0,,,,0.03,
lorentzian_knn,4h,0.5612178583349345,0.665136135991096,0.5311700983760634,0.4527079147522568,0.978796169630643,0.1955735092994208,0.4047290566108707,1431,,,,,,,,,2,4,500,8,2.0,,,,0.03,
lorentzian_knn,4h,0.5608013336355363,0.7043782846855965,0.6048999232945772,0.3252668092430817,0.8775649794801642,0.31725003398919,0.4820261628943737,1283,,,,,,,,,16,8,500,4,2.0,,,,0.03,
