strategy,timeframe,composite,sortino,sharpe,calmar,trades_per_day,max_drawdown,total_return,n_trades
volty_expan_close,1h,-5.068019481649714,-7.643014899978994,-5.891040868817185,-0.8116708700432022,11.478796169630643,0.9987833049414125,-0.9987273398322815,16782
volty_expan_close,1h,-5.127655969136927,-7.655532642189311,-6.0600256772546155,-0.8247840302827263,11.47469220246238,0.999092283737988,-0.9990505309262974,16776
volty_expan_close,1h,-5.137934446097859,-7.643712162469363,-6.10624750648722,-0.8285844305464924,11.47469220246238,0.9991694691295279,-0.9991312666641847,16776
volty_expan_close,1h,-2.862935966646587,-4.157552520221532,-3.369982162784419,-0.6297343657421612,7.167578659370725,0.9800484394612338,-0.9786356086984143,10479
volty_expan_close,1h,-2.9894177527141155,-4.295144751860886,-3.5823258771688105,-0.655540296063726,7.1573187414500685,0.985416044069086,-0.9843833097352125,10464
volty_expan_close,1h,-3.030177067015015,-4.335067291716089,-3.6561545195139744,-0.6643459815812902,7.155266757865937,0.9869515490599543,-0.986027548510756,10461
volty_expan_close,1h,-1.3358490015985245,-1.837363897864142,-1.5750927951474476,-0.42791867969544495,4.2250341997264025,0.8520586153759678,-0.8374245872977351,6177
volty_expan_close,1h,-1.4819208568074662,-2.031366854911964,-1.7730020724589772,-0.4582449770166241,4.212722298221614,0.8868582429830407,-0.8762020475336274,6159
volty_expan_close,1h,-1.5580213835609085,-2.1325141327201385,-1.8778422814754974,-0.47221015343401357,4.209302325581396,0.9005912853907984,-0.8912285291442974,6154
volty_expan_close,1h,-0.19521715859661745,-0.21162769711759044,-0.18917719621594478,-0.1793764029493261,1.7913816689466484,0.42796129209800005,-0.2738057076073275,2619
volty_expan_close,1h,-0.434360797224493,-0.5299508845630838,-0.481874778618731,-0.25939336604546726,1.7647058823529411,0.5688780462074512,-0.47245327692793676,2580
volty_expan_close,1h,-0.5375848274025945,-0.6693540865919577,-0.6148449574170702,-0.28463235180230106,1.7564979480164158,0.6293744800917268,-0.5464803478586637,2568
volty_expan_close,1h,0.7018824523133924,0.752072490201472,0.6994982357058244,0.6373466184035212,0.9165526675786594,0.22858402831942004,0.7242281205888295,1340
volty_expan_close,1h,0.2150618090787752,0.26907842014324246,0.2508701923789366,0.10723127769265747,0.8912448700410397,0.2979910337005426,0.13427326816402957,1303
volty_expan_close,1h,-0.0008116734005102003,0.02726060078831816,0.02536658684860857,-0.06441963256806679,0.8789329685362517,0.373563873773521,-0.09296369576673594,1285
volty_expan_close,1h,0.9386605980130889,0.9145372012099331,0.8825759600883719,1.0269097650086807,0.5389876880984952,0.18359618467569236,0.9974227818038035,788
volty_expan_close,1h,0.5203540672190263,0.5653048237170409,0.5417428814233042,0.43903091101739583,0.5102599179206566,0.24370126059225758,0.5025379971704942,746
volty_expan_close,1h,0.3096693455239387,0.3644124460611047,0.347586601528008,0.19876128880364818,0.49726402188782487,0.2871417438433402,0.2489763066734506,727
volty_expan_close,1h,-5.10558660971794,-7.701209929991605,-5.936872184676607,-0.8134699410610515,11.36388508891929,0.9988018866960818,-0.9987754344485161,16614
volty_expan_close,1h,-5.171370058310026,-7.718395331726104,-6.119362370907836,-0.8273440478241126,11.361833105335156,0.9991244961362742,-0.9991051665412566,16611
volty_expan_close,1h,-5.174496661657272,-7.695465859154463,-6.157027074601365,-0.8306739853835883,11.361833105335156,0.9991909275237283,-0.9991730646176327,16611
volty_expan_close,1h,-2.7680057056079095,-4.008562680367907,-3.2644769531750373,-0.6174584916941174,6.909028727770178,0.9771237037576215,-0.9753704430391235,10101
volty_expan_close,1h,-2.871895254519353,-4.1198172518537906,-3.4394775229243923,-0.6404169896683971,6.90218878248974,0.9825460324432713,-0.981208344061596,10091
volty_expan_close,1h,-2.914798737079939,-4.163981314431482,-3.514578061826639,-0.6494426425311819,6.90218878248974,0.984365260002402,-0.9831669989206558,10091
volty_expan_close,1h,-1.0375862878410835,-1.4034607906809882,-1.2067612116746897,-0.3805786935542713,4.001367989056088,0.7947245460174865,-0.7637274043542158,5850
volty_expan_close,1h,-1.257047817544997,-1.703060083740796,-1.4962979979750255,-0.42311461552057017,3.991792065663475,0.8563392809212337,-0.8350729689498374,5836
volty_expan_close,1h,-1.3536682616019517,-1.831692843853376,-1.6285234881335104,-0.4414469254018273,3.989740082079343,0.877711906863311,-0.8596094168040345,5833
volty_expan_close,1h,0.34723094317971015,0.41155288142850804,0.3716200683732622,0.2370792336544275,1.6839945280437756,0.27060374719646785,0.28283217652137566,2462
volty_expan_close,1h,0.04952617489417926,0.0906171658527685,0.08258376217469286,-0.03831940033112,1.6580027359781122,0.32205428441316203,-0.04852350379989654,2424
volty_expan_close,1h,-0.09108468339631379,-0.07189104244592678,-0.06618014891325762,-0.1415807391465526,1.6491108071135432,0.35937152906591824,-0.18874481713395175,2411
volty_expan_close,1h,1.1115404261321424,1.1236240757065767,1.0523501212159163,1.1546191982824558,0.8556771545827634,0.21651578910560382,1.4444028755523786,1251
volty_expan_close,1h,0.6444430259607126,0.7028299279336006,0.6549576503343872,0.5560791989565207,0.832421340629275,0.2534956377369418,0.6959287069511739,1217
volty_expan_close,1h,0.5071329760609277,0.5750097812260727,0.5335971869462668,0.3901663582887286,0.8194254445964432,0.2789248831102331,0.5125379725809861,1198
volty_expan_close,1h,1.4499156100830168,1.3297687466044754,1.2769084904852852,1.783118547652137,0.5034199726402189,0.17096439816480566,1.9032770383194644,736
volty_expan_close,1h,0.9869472314188796,0.9909440786856407,0.9413689707988538,1.0271963623498905,0.478796169630643,0.21463352391956383,1.2212300378217706,700
volty_expan_close,1h,0.7150189324247513,0.7578881798944603,0.7194857833427237,0.6533930848805003,0.46716826265389877,0.24495134911201735,0.8124530597019586,683
volty_expan_close,1h,-4.89732938075056,-7.389779383992337,-5.6692619058962945,-0.8021301846157879,11.186046511627907,0.9985045312309759,-0.9984436877821984,16354
volty_expan_close,1h,-4.95491187928053,-7.403660433430117,-5.829507889682964,-0.8153177966786467,11.1812585499316,0.9988703830113503,-0.9988244243161151,16347
volty_expan_close,1h,-4.961197653180961,-7.389826670828925,-5.865685971644987,-0.8185373111863178,11.1812585499316,0.9989482377654899,-0.9989054466066482,16347
